"SNP","score_CAR","score_MAR","score_PAR","score_I_Score","score_ValorP_Bruto","score_ValorP_Ajustado","score_RF_Permutation","score_RF_Impureza","rank_Marginal","rank_Parcial","rank_CAR","rank_IScore","rank_Permutation","rank_Impureza","causal"
"SNP36",0.0017962735583615,0.00109354074087631,0.00401726918772145,0.498054130126882,0.296160352165141,29.6160352165141,-2.24718200679588,18.7705984216428,36,11,21,47,80,28,FALSE
"SNP37",2.57448310598484e-05,1.59488694182811e-06,0.000174618078841665,0.211190967438009,0.968183930680559,96.8183930680559,-0.944199687523338,15.9496343754516,97,72,90,74,60,59,FALSE
"SNP38",2.72488518296711e-05,0.000105997421729414,7.067645819123e-06,0.145100036530507,0.745049483380477,74.5049483380477,0.136625194619276,13.3061657706779,86,92,89,80,47,90,FALSE
"SNP39",0.00187596294004759,0.00299449995639536,0.00202541113938947,1.65360072517183,0.0837028229415033,8.37028229415033,0.29765808342407,17.3024272006237,15,24,20,16,45,41,FALSE
"SNP40",9.8525110817942e-05,3.83021357436166e-05,0.000297433386792734,0.0300825337778751,0.845027832326034,84.5027832326034,-0.105588761927633,14.3489161504209,88,65,78,94,50,80,FALSE
"SNP41",0.000539996000819372,0.000457265371641281,0.00108608298295932,0.0911469947279677,0.499392781550558,49.9392781550558,5.95176083446835,18.0899676457337,61,45,50,88,10,35,FALSE
"SNP42",5.8584276971288e-05,0.000401409540383776,4.90255738063061e-05,0.151704026794643,0.526838136373801,52.6838136373801,-2.54485924363957,12.1320809985553,62,85,81,79,83,96,FALSE
"SNP43",0.000203199490157994,0.00102280097786844,1.13873153019125e-07,2.40073539271791,0.312337319871395,31.2337319871395,-1.09169246203747,14.3541508935719,37,98,71,9,64,79,FALSE
"SNP44",0.00484167079431911,0.00608651806900522,0.00583757035463475,1.87682358577983,0.0135960170925193,1.35960170925193,1.46604081800859,18.6635758122135,7,6,7,14,32,29,FALSE
"SNP45",0.00201351020917767,0.00298949460931634,0.00196741061018808,0.521278500813144,0.0839620887396064,8.39620887396065,1.95773457045022,15.9032629056509,16,25,19,45,26,60,FALSE
"SNP46",0.00104952774442219,0.00236638709316467,0.000509154205352007,0.533898580881215,0.124221638861265,12.4221638861265,4.64262378321588,19.9044694849384,22,57,33,43,12,20,FALSE
"SNP47",0.000432786250430165,0.000311148948412285,0.000862908394579535,0.638733162494718,0.577422929593103,57.7422929593103,-2.19159871946695,13.6541209786791,69,49,54,39,78,85,FALSE
"SNP48",0.000560934898252844,0.000247828534924576,0.00123772761166043,1.21587647384968,0.619025476991435,61.9025476991435,-3.70273197265221,14.6868936850605,72,38,49,19,93,77,FALSE
"SNP49",5.46791317828272e-06,0.000119677043931101,4.65156686269404e-05,0.0177260408265574,0.729702454236878,72.9702454236878,-5.36106663951632,13.6260604236785,83,86,96,99,100,86,FALSE
"SNP50",5.62042314047021e-05,4.79752690900278e-06,0.000246113869164664,0.222543190283374,0.944848225199049,94.4848225199049,-1.22399700774298,16.4093860294265,95,70,83,70,66,53,FALSE
"SNP51",0.000388908179120616,0.000497815375682332,0.000458239152520386,0.30959831570472,0.480956119424501,48.0956119424501,3.15452062383358,13.3162085126663,58,60,56,61,19,89,FALSE
"SNP52",3.94292759640885e-06,0.000194389374495745,0.000135105483476359,0.788169153298938,0.659671995071238,65.9671995071238,3.69398942944768,17.2219555447779,75,77,97,37,18,43,FALSE
"SNP53",0.00175628355234797,0.00122055515469088,0.00399766643848546,0.901743651916571,0.269704835088291,26.9704835088291,-1.28640817737755,19.289137111018,34,12,22,32,67,23,FALSE
"SNP54",5.18598367340586e-05,0.000221879654494476,6.99631553620454e-06,0.368327315518467,0.638013552990529,63.8013552990529,-2.48139655631124,13.3847110935362,74,93,85,57,82,88,FALSE
"SNP55",0.000279816838868974,0.000359413323410966,0.000318585232366606,0.0783686240072384,0.549296325687594,54.9296325687594,-1.06186120030903,17.2184493356851,66,64,63,91,63,44,FALSE
"SNP56",0.000703054178952849,0.000959735935968109,0.000880675131668443,0.140164793377066,0.327742687208699,32.7742687208699,-0.3476955872788,15.8143929902415,39,48,42,82,52,61,FALSE
"SNP57",0.000524699507294434,0.000173633924700673,0.00183705740271782,0.105489643467195,0.677270286384867,67.7270286384867,-3.68770205443035,16.5047906253223,79,28,51,86,92,52,FALSE
"SNP58",0.000942056846837662,0.000576605879855693,0.00225073575384971,0.142090548387831,0.44814852302223,44.814852302223,-1.1302427609214,16.9842166776648,53,21,36,81,65,47,FALSE
"SNP59",0.000698133966123287,0.00086905125988971,0.000776393108097969,0.331787829219449,0.351716176768395,35.1716176768395,-0.401164396037923,21.7833249727808,42,51,43,60,54,14,FALSE
"SNP60",0.00101167079941387,0.00168158958260928,0.000999831936684142,0.873419090439651,0.195084265540082,19.5084265540082,-2.15064645834353,16.2276120397677,24,46,34,34,77,56,FALSE
"SNP61",0.00105128924917163,0.00124127249686828,0.00139176573427479,0.270751469335039,0.265675704785943,26.5675704785943,-2.30203112584931,18.5353971941267,33,35,32,67,81,31,FALSE
"SNP62",0.000328343353977735,0.000659870508829027,0.000128651186939313,0.360185497708349,0.417111859688053,41.7111859688053,-1.7507616164111,15.0608952880045,48,78,61,58,75,72,FALSE
"SNP63",0.000357511910890469,0.000785652672679375,0.000138751011908266,0.162280733591906,0.375921593287034,37.5921593287034,-0.497186105226213,15.9619095519509,46,76,60,78,57,58,FALSE
"SNP64",5.76506144819893e-05,0.000243352616532136,1.92527851692754e-12,0.0625294633615533,0.622209862708487,62.2209862708487,2.8215920258465,18.9689693901094,73,100,82,92,21,24,FALSE
"SNP65",0.000108132066977823,1.75183779072038e-05,0.000417764520349639,1.19396256262458,0.894832391655214,89.4832391655214,-3.67156968694571,18.1799049048785,92,61,76,21,91,33,FALSE
"SNP66",0.00111785589856089,0.000553669577166628,0.00269344136004893,1.00298731985493,0.457323059685267,45.7323059685267,1.3231752827688,15.7896445762825,55,17,30,29,36,62,FALSE
"SNP67",0.000114305093929252,0.000561623501794521,1.20847992707654e-06,0.139472192546291,0.454108423002966,45.4108423002966,-0.364348714525573,19.693360696844,54,96,75,83,53,21,FALSE
"SNP68",0.00251827612440825,0.00156211799418511,0.00526271607120079,1.08396009784253,0.211748505094856,21.1748505094856,1.67566490115503,23.2614622261076,26,7,12,25,29,10,FALSE
"SNP69",0.000126796674344718,1.06916646803373e-05,0.000700248157843933,0.409979634429323,0.917747528311155,91.7747528311155,-2.76604379304858,21.8294424523847,93,52,74,53,84,13,FALSE
"SNP70",3.53979602182893e-05,3.61409672421982e-05,0.000478739511369782,0.171790918157904,0.84940965180413,84.940965180413,-2.78249862105356,14.6062072369417,89,59,87,76,85,78,FALSE
"SNP71",0.000610182817010979,0.000469344912245417,0.00114460097744813,0.262230094874572,0.493778814075548,49.3778814075548,1.89000165304333,17.7331325295037,60,41,48,69,27,37,FALSE
"SNP72",0.00125054635528837,0.00143355984413763,0.00172136518442938,0.30918500718032,0.231600953648757,23.1600953648757,-2.01814083100724,18.5737671504848,29,29,28,62,76,30,FALSE
"SNP73",9.31965367474788e-05,0.000353683705069288,2.8128810089465e-06,0.0805185462320926,0.55249750368285,55.249750368285,-3.90586662069036,14.9948255976473,67,94,79,90,94,74,FALSE
"SNP74",0.00144176132359138,0.00148340567974168,0.0020284944061615,0.541902973928846,0.223650018248656,22.3650018248656,0.61949926493781,12.8091248639789,28,23,24,42,41,93,FALSE
"SNP75",0.00141423844615092,0.000820385005800729,0.00324994816378963,0.185596861154765,0.365569304239642,36.5569304239642,-1.53936244703012,15.2777914280163,45,13,25,75,69,70,FALSE
"SNP76",2.11522725736965e-05,2.70141298006689e-06,0.000111871611783916,0.0179914724977705,0.958600288545986,95.8600288545986,0.882934436457995,16.5699875615967,96,79,91,98,39,50,FALSE
"SNP77",0.000512383142389859,0.00117756804824009,0.000143459736857381,0.529439172890737,0.2783115343744,27.83115343744,-1.6235535608957,13.4719569570465,35,75,52,44,72,87,FALSE
"SNP78",1.64458801418824e-05,5.33635017693191e-07,0.000148329096205234,0.000191386425339723,0.981593117866375,98.1593117866375,-1.6750752476208,15.4428831188507,98,74,93,100,73,66,FALSE
"SNP79",3.23118604755334e-05,8.67606794658856e-08,0.000149808904182115,0.300202063530813,0.992577473472416,99.2577473472416,0.335604672490339,17.1342032808035,100,73,88,64,44,45,FALSE
"SNP80",4.39772683869534e-05,0.000276251567112196,2.07821505223691e-05,0.213991353716342,0.59960037525539,59.960037525539,-1.02914539029482,12.7541889054075,70,89,86,72,61,94,FALSE
"SNP81",0.000271208780408174,0.000127205840387239,0.000640791175510415,0.0196643938583666,0.721672425354952,72.1672425354952,1.63841496304195,12.9795637259521,82,53,67,97,31,92,FALSE
"SNP82",0.0002781657546832,0.000391919665812406,0.000201525681135662,1.14759192341484,0.531765543052594,53.1765543052594,-0.0576003886938222,15.5540038781249,64,71,64,23,49,63,FALSE
"SNP83",0.00281478577870726,0.00291338740562577,0.00406744944347545,2.3926520975345,0.0880129798953691,8.80129798953691,4.52804577824072,20.1163053274491,18,10,10,10,14,19,FALSE
"SNP84",0.000192601251975287,0.000525377509269694,7.44731429450455e-05,0.112844886748954,0.46905477242966,46.905477242966,-2.91617117957831,15.0264377656763,56,83,73,85,88,73,FALSE
"SNP85",0.000754681042759615,0.000480423314304084,0.00161129731515533,0.307203568028136,0.488722565418258,48.8722565418258,-1.50722986640428,10.5012634652031,59,31,39,63,68,99,FALSE
"SNP86",0.00137256422698985,0.00257471693700672,0.00114360124812657,1.286038637306,0.108798140460775,10.8798140460775,-0.4410810485646,15.4628736771418,21,42,26,18,56,65,FALSE
"SNP87",0.000215936172726494,0.000249098542589669,0.000268481427068633,0.420765850954025,0.618128465641421,61.8128465641421,0.12007624144287,21.7529554550494,71,68,70,51,48,15,FALSE
"SNP88",0.000451168677471503,0.00141775315920223,5.43584447011151e-05,1.71865437034842,0.23419301452216,23.419301452216,3.92729183466236,20.873370877284,30,84,53,15,16,17,FALSE
"SNP89",0.000919443749839356,0.00292110134876777,8.21333755004864e-05,2.11684736482012,0.0875929334194272,8.75929334194272,3.95601422505609,24.3799961004863,17,81,37,11,15,9,FALSE
"SNP90",0.000674210928929174,0.000107137032506102,0.00276271639242394,0.0980467040894448,0.743730426622236,74.3730426622236,-1.72854253724879,10.9829319166078,85,16,45,87,74,98,FALSE
"SNP91",0.0021938578019578,0.00306611424782141,0.00248024390969873,1.0921012665454,0.0800863672613541,8.00863672613541,5.05313819342327,14.0492379403919,14,18,14,24,11,83,FALSE
"SNP92",7.31901941993569e-06,0.000118380064466253,0.000484850430028871,0.0827021302996448,0.731114116953623,73.1114116953623,-1.61254138296268,16.8471431418868,84,58,94,89,71,48,FALSE
"SNP93",0.00123241030077352,0.000648308876164645,0.00321987729019677,0.509947427859446,0.421223942190539,42.1223942190539,0.808287945737139,14.2216556965029,51,14,29,46,40,82,FALSE
"SNP94",0.000377295186886597,0.000400410579666318,0.000594023421700334,0.963192476321531,0.527352968828956,52.7352968828956,-2.22863148367424,14.8082211588554,63,55,57,30,79,76,FALSE
"SNP95",0.00161123807732787,0.00279602281028261,0.00129331847911187,0.822460407916068,0.0946803859443115,9.46803859443115,0.369607180654107,16.986323297965,19,37,23,36,43,46,FALSE
"SNP96",0.00211830520173008,0.00310500211184939,0.0018420327309411,1.95635724037692,0.078193347616413,7.8193347616413,0.170187865503018,15.4390088910572,13,27,16,13,46,67,FALSE
"SNP97",0.000358946345775972,0.00126242537014201,2.4442446009501e-06,0.269651488646116,0.261638774488329,26.1638774488329,-4.67951514432778,15.343408735929,31,95,59,68,98,69,FALSE
"SNP98",0.00030072925042797,0.000940320072443591,8.25382639683419e-05,0.35829861581876,0.332686904539229,33.2686904539229,1.40999561161873,10.1187151911232,41,80,62,59,34,100,FALSE
"SNP99",0.000195688794874055,0.000654379776523277,3.30188625401362e-05,0.124026333217664,0.419057244020127,41.9057244020127,1.37004154390167,17.7184014502155,50,88,72,84,35,38,FALSE
"SNP100",5.52383742155455e-07,0.000180780934343555,0.00029010603243091,0.0509013683183237,0.671076656113144,67.1076656113144,-1.03397215072201,14.0371198106856,78,66,99,93,62,84,FALSE
